sequence,open_time,close,ema9,ema26,crossover_type,days_from_start,price_diff_abs
1,2025-01-31 16:30:00,3403.09,3398.922,3398.265925925926,金叉,-0.3125,0.0
2,2025-01-31 17:30:00,3375.88,3394.0028800000005,3396.519511253366,死叉,-0.2708333333333333,27.210000000000036
3,2025-02-03 16:00:00,2698.0,2637.471666437832,2631.570828420325,金叉,2.6666666666666665,677.8800000000001
4,2025-02-04 06:00:00,2696.71,2758.548931335349,2767.5592932335567,死叉,3.25,1.2899999999999636
5,2025-02-04 12:00:00,2788.32,2748.877874564393,2748.309634667885,金叉,3.5,91.61000000000013
6,2025-02-04 21:00:00,2700.1,2763.6666405304068,2773.605677566746,死叉,3.875,88.22000000000025
7,2025-02-05 06:00:00,2760.2,2741.453754280979,2740.4413296086223,金叉,4.25,60.09999999999991
8,2025-02-05 17:30:00,2740.69,2768.2955815287914,2770.2020916733636,死叉,4.729166666666667,19.509999999999764
9,2025-02-05 21:30:00,2787.0,2768.8765780763424,2767.4096596515546,金叉,4.895833333333333,46.309999999999945
10,2025-02-05 22:30:00,2760.1,2766.2626099688596,2766.6007370126495,死叉,4.9375,26.90000000000009
11,2025-02-05 23:30:00,2788.25,2770.6372703800703,2768.1714137625595,金叉,4.979166666666667,28.15000000000009
12,2025-02-06 12:30:00,2770.88,2809.028834033536,2811.244600285109,死叉,5.520833333333333,17.36999999999989
13,2025-02-07 09:00:00,2736.7,2719.57809259226,2717.840744280167,金叉,6.375,34.18000000000029
14,2025-02-07 16:30:00,2693.86,2734.1617073797556,2735.9513376993045,死叉,6.6875,42.83999999999969
15,2025-02-08 18:30:00,2631.63,2621.436782391084,2621.1035094608396,金叉,7.770833333333333,62.23000000000002
16,2025-02-09 13:30:00,2618.38,2648.8387783992057,2652.065674275788,死叉,8.5625,13.25
17,2025-02-10 05:30:00,2638.4,2624.1555276739036,2623.5483332313825,金叉,9.229166666666666,20.019999999999982
18,2025-02-11 13:00:00,2675.52,2693.2487723801414,2693.4978486721448,死叉,10.541666666666666,37.11999999999989
19,2025-02-12 08:30:00,2629.94,2615.8533028512593,2615.556499838845,金叉,11.354166666666666,45.57999999999993
20,2025-02-12 14:00:00,2570.37,2613.8580235897302,2617.49579101201,死叉,11.583333333333334,59.570000000000164
21,2025-02-12 17:00:00,2683.2,2627.7943542159064,2620.4167160809134,金叉,11.708333333333334,112.82999999999993
22,2025-02-13 08:00:00,2676.15,2698.805522604673,2701.8845514898658,死叉,12.333333333333334,7.049999999999727
23,2025-02-13 22:30:00,2668.78,2658.1996571130976,2657.987313651256,金叉,12.9375,7.369999999999891
24,2025-02-15 05:30:00,2722.46,2724.4468283106685,2724.635258005636,死叉,14.229166666666666,53.679999999999836
25,2025-02-16 04:30:00,2703.38,2697.9131384747334,2697.7243335422827,金叉,15.1875,19.079999999999927
26,2025-02-16 14:00:00,2683.57,2698.7820373702425,2700.4788193809723,死叉,15.583333333333334,19.809999999999945
27,2025-02-17 07:30:00,2681.59,2677.9408410575725,2677.487046028269,金叉,16.3125,1.9800000000000182
28,2025-02-17 19:00:00,2707.62,2730.046199377655,2733.0208622757536,死叉,16.791666666666668,26.029999999999745
29,2025-02-17 21:00:00,2761.31,2736.294811265088,2734.421486649442,金叉,16.875,53.690000000000055
30,2025-02-18 00:30:00,2720.99,2735.9143702754204,2736.8002667384035,死叉,17.020833333333332,40.320000000000164
31,2025-02-19 02:00:00,2680.19,2666.965802593014,2664.913265886955,金叉,18.083333333333332,40.79999999999973
32,2025-02-20 16:00:00,2725.86,2732.3710863369697,2733.0592068251335,死叉,19.666666666666668,45.67000000000007
33,2025-02-20 18:30:00,2737.7,2733.2840487708986,2732.7686002182395,金叉,19.770833333333332,11.83999999999969
34,2025-02-20 22:30:00,2728.55,2735.9415180550395,2736.112412677332,死叉,19.9375,9.149999999999636
35,2025-02-20 23:00:00,2739.5,2736.6532144440316,2736.363345071604,金叉,19.958333333333332,10.949999999999818
36,2025-02-21 01:00:00,2733.29,2736.2509326362756,2736.3505390223845,死叉,20.041666666666668,6.210000000000036
37,2025-02-21 01:30:00,2741.21,2737.2427461090206,2736.7104990948005,金叉,20.0625,7.920000000000073
38,2025-02-21 16:30:00,2736.78,2770.6948412395896,2774.125784080251,死叉,20.6875,4.429999999999836
39,2025-02-22 09:00:00,2706.21,2689.1775495131674,2687.680622942665,金叉,21.375,30.570000000000164
40,2025-02-24 02:00:00,2785.17,2800.916027186852,2802.466142556853,死叉,23.083333333333332,78.96000000000004
41,2025-02-25 20:00:00,2501.24,2441.6408367725103,2436.984956220338,金叉,24.833333333333332,283.9300000000003
42,2025-02-26 12:00:00,2456.52,2475.9568203015915,2479.0109401239415,死叉,25.5,44.7199999999998
43,2025-02-27 10:00:00,2369.02,2354.5465975856637,2352.4518899468135,金叉,26.416666666666668,87.5
44,2025-02-27 13:30:00,2336.89,2351.0955036779974,2352.744404175362,死叉,26.5625,32.13000000000011
45,2025-02-28 15:30:00,2223.01,2172.5625542503976,2166.8555666352204,金叉,27.645833333333332,113.87999999999965
46,2025-03-01 10:30:00,2204.8,2228.15350500428,2231.3570172531604,死叉,28.4375,18.210000000000036
47,2025-03-01 19:00:00,2223.71,2201.2718960674047,2200.971092166042,金叉,28.791666666666668,18.909999999999854
48,2025-03-02 14:00:00,2193.46,2220.0879209147542,2222.8442875836554,死叉,29.583333333333332,30.25
49,2025-03-02 16:00:00,2267.1,2230.9960444066837,2226.0508418382574,金叉,29.666666666666668,73.63999999999987
50,2025-03-03 07:00:00,2376.39,2419.8768586930028,2426.2338457781216,死叉,30.291666666666668,109.28999999999996
51,2025-03-04 18:30:00,2148.06,2103.5074899156625,2098.7414691266217,金叉,31.770833333333332,228.32999999999993
52,2025-03-05 15:30:00,2186.82,2196.680584939023,2196.776178056176,死叉,32.645833333333336,38.76000000000022
53,2025-03-05 18:30:00,2205.15,2196.9906192582557,2196.286700535981,金叉,32.770833333333336,18.329999999999927
54,2025-03-06 13:30:00,2246.29,2274.618988761043,2274.7683453703753,死叉,33.5625,41.13999999999987
55,2025-03-07 09:30:00,2193.46,2187.1889077672568,2186.8000765658144,金叉,34.395833333333336,52.82999999999993
56,2025-03-07 16:30:00,2158.41,2186.3144414668222,2189.125992486791,死叉,34.6875,35.05000000000018
57,2025-03-08 12:30:00,2168.59,2147.7161121351273,2146.0264727733397,金叉,35.520833333333336,10.180000000000291
58,2025-03-09 03:30:00,2186.01,2192.4113582063346,2193.1479834942215,死叉,36.145833333333336,17.420000000000073
59,2025-03-10 06:00:00,2061.1,2059.2096401225945,2059.1330360887764,金叉,37.25,124.91000000000031
60,2025-03-10 14:30:00,2018.96,2072.8475670690727,2077.2236701683996,死叉,37.604166666666664,42.13999999999987
61,2025-03-11 09:00:00,1926.41,1901.3574008473888,1898.5990928229214,金叉,38.375,92.54999999999995
62,2025-03-11 14:00:00,1872.08,1901.104148798562,1902.463583492303,死叉,38.583333333333336,54.330000000000155
63,2025-03-11 16:00:00,1922.82,1904.0555553478914,1902.6033085924512,金叉,38.666666666666664,50.74000000000001
64,2025-03-12 02:00:00,1905.24,1920.6020229817839,1921.86062649448,死叉,39.083333333333336,17.579999999999927
65,2025-03-12 11:30:00,1916.84,1903.2120582684724,1901.896876068602,金叉,39.479166666666664,11.599999999999909
66,2025-03-12 14:00:00,1877.79,1900.7758136534135,1902.4261426767516,死叉,39.583333333333336,39.049999999999955
67,2025-03-12 22:00:00,1905.94,1890.4341379508012,1888.749811743273,金叉,39.916666666666664,28.15000000000009
68,2025-03-13 04:00:00,1877.52,1892.1514576110162,1893.4209286255075,死叉,40.166666666666664,28.420000000000073
69,2025-03-13 11:00:00,1891.28,1885.5008078478445,1884.8335192684656,金叉,40.458333333333336,13.759999999999991
70,2025-03-13 15:00:00,1880.59,1886.5276258639783,1886.8730879523396,死叉,40.625,10.690000000000055
71,2025-03-14 01:00:00,1877.34,1868.5071219030135,1867.7010808059508,金叉,41.041666666666664,3.25
72,2025-03-15 02:00:00,1908.0,1915.608998446011,1916.6451617652313,死叉,42.083333333333336,30.660000000000082
73,2025-03-15 03:30:00,1920.44,1917.3162872043579,1917.0932618290776,金叉,42.145833333333336,12.440000000000055
74,2025-03-16 01:30:00,1922.49,1934.3050602516842,1935.0476960434821,死叉,43.0625,2.0499999999999545
75,2025-03-17 02:00:00,1910.87,1897.7545950893327,1896.911377520436,金叉,44.083333333333336,11.620000000000118
76,2025-03-17 06:00:00,1886.12,1898.659553750463,1898.9008517608272,死叉,44.25,24.75
77,2025-03-17 08:00:00,1900.53,1898.96725721619,1898.878487356213,金叉,44.333333333333336,14.410000000000082
78,2025-03-17 14:30:00,1899.84,1902.7364150877017,1902.9361631960141,死叉,44.604166666666664,0.6900000000000546
79,2025-03-17 15:00:00,1912.29,1904.6471320701617,1903.6290399963093,金叉,44.625,12.450000000000045
80,2025-03-18 01:30:00,1903.55,1921.0506461798702,1922.4702973974065,死叉,45.0625,8.740000000000009
81,2025-03-18 21:00:00,1912.19,1898.5860756985953,1896.547876099326,金叉,45.875,8.6400000000001
82,2025-03-20 05:00:00,2013.0,2025.1983869919773,2025.3635963353468,死叉,47.208333333333336,100.80999999999995
83,2025-03-21 01:30:00,1994.28,1984.647046333841,1984.03852810948,金叉,48.0625,18.720000000000027
84,2025-03-21 03:30:00,1978.17,1983.5533661783415,1983.884929395296,死叉,48.145833333333336,16.1099999999999
85,2025-03-21 04:00:00,1986.87,1984.2166929426733,1984.106045736385,金叉,48.166666666666664,8.699999999999818
86,2025-03-21 04:30:00,1983.34,1984.0413543541385,1984.049301607764,死叉,48.1875,3.5299999999999727
87,2025-03-21 19:00:00,1974.93,1966.1573482911078,1966.0979811153518,金叉,48.791666666666664,8.409999999999854
88,2025-03-22 23:00:00,1979.22,1987.635899805151,1988.9294472329827,死叉,49.958333333333336,4.289999999999964
89,2025-03-23 01:30:00,1998.04,1989.1079684481522,1988.8226774634888,金叉,50.0625,18.819999999999936
90,2025-03-23 17:00:00,1998.4,2004.6546595074112,2005.3745961566178,死叉,50.708333333333336,0.36000000000012733
91,2025-03-24 03:30:00,2014.48,1999.8479121534958,1998.7731716132607,金叉,51.145833333333336,16.079999999999927
92,2025-03-25 01:30:00,2065.18,2077.7021533880616,2078.65599798223,死叉,52.0625,50.69999999999982
93,2025-03-25 11:00:00,2070.35,2065.372633510543,2064.8588200606464,金叉,52.458333333333336,5.170000000000073
94,2025-03-25 12:30:00,2059.6,2064.476228357398,2064.6763635344005,死叉,52.520833333333336,10.75
95,2025-03-25 13:00:00,2072.28,2066.0369826859187,2065.2395958651855,金叉,52.541666666666664,12.680000000000291
96,2025-03-25 22:00:00,2058.59,2066.9256817199503,2067.6587915719215,死叉,52.916666666666664,13.690000000000055
97,2025-03-26 00:30:00,2071.72,2067.767544985994,2067.5980456200978,金叉,53.020833333333336,13.129999999999654
98,2025-03-26 02:30:00,2048.5,2064.5204984262637,2066.651294443505,死叉,53.104166666666664,23.2199999999998
99,2025-03-26 08:00:00,2068.29,2063.914176566094,2063.434874129738,金叉,53.333333333333336,19.789999999999964
100,2025-03-26 09:00:00,2059.31,2062.9398730023004,2063.139281661298,死叉,53.375,8.980000000000018
101,2025-03-26 10:00:00,2068.42,2063.9863187214723,2063.4955158275875,金叉,53.416666666666664,9.110000000000127
102,2025-03-26 13:00:00,2053.89,2063.801168094922,2064.173635192806,死叉,53.541666666666664,14.5300000000002
103,2025-03-27 03:00:00,2031.2,2021.1714872495265,2020.3533075211612,金叉,54.125,22.689999999999827
104,2025-03-27 11:30:00,2016.21,2023.274762265886,2023.8283913025955,死叉,54.479166666666664,14.990000000000009
105,2025-03-29 01:00:00,1902.84,1897.147860494535,1896.644975895371,金叉,56.041666666666664,113.37000000000012
106,2025-03-29 05:00:00,1886.95,1895.7491296649475,1896.9269234664766,死叉,56.208333333333336,15.889999999999873
107,2025-03-30 04:30:00,1842.86,1836.1600795920322,1835.4043829048724,金叉,57.1875,44.090000000000146
108,2025-03-30 11:30:00,1833.27,1836.839953486269,1837.3323528474716,死叉,57.479166666666664,9.589999999999918
109,2025-03-31 12:30:00,1834.16,1810.471682276101,1806.7716877901955,金叉,58.520833333333336,0.8900000000001
110,2025-04-02 02:00:00,1881.61,1895.3140747300326,1895.647582762897,死叉,60.083333333333336,47.44999999999982
111,2025-04-02 15:30:00,1901.21,1879.8344708492555,1876.734425247616,金叉,60.645833333333336,19.600000000000136
112,2025-04-02 21:30:00,1867.12,1884.024667389476,1884.6565617392803,死叉,60.895833333333336,34.090000000000146
113,2025-04-03 22:00:00,1808.58,1796.1529257608831,1794.3719038751315,金叉,61.916666666666664,58.539999999999964
114,2025-04-04 03:00:00,1795.46,1798.6474623040153,1798.7549948176918,死叉,62.125,13.11999999999989
115,2025-04-04 06:00:00,1807.5,1799.433250918224,1798.498310225309,金叉,62.25,12.039999999999964
116,2025-04-04 11:00:00,1767.44,1799.678359256559,1802.5680885957645,死叉,62.458333333333336,40.059999999999945
117,2025-04-04 17:30:00,1821.35,1800.4974754279606,1798.4953085964275,金叉,62.729166666666664,53.909999999999854
118,2025-04-05 12:00:00,1803.48,1811.5163355324844,1812.4340819289184,死叉,63.5,17.86999999999989
119,2025-04-05 23:30:00,1806.01,1796.2555392212525,1795.8561077626869,金叉,63.979166666666664,2.5299999999999727
120,2025-04-06 08:00:00,1786.31,1799.9746570250545,1801.6697080302226,死叉,64.33333333333333,19.700000000000045
121,2025-04-07 15:30:00,1556.56,1538.0321412632966,1536.7870725084722,金叉,65.64583333333333,229.75
122,2025-04-08 09:30:00,1568.23,1570.9590728050337,1571.1605559759835,死叉,66.39583333333333,11.670000000000073
123,2025-04-08 11:30:00,1588.32,1573.8405162209422,1572.077531274626,金叉,66.47916666666667,20.089999999999918
124,2025-04-08 14:00:00,1557.64,1570.9130907552787,1571.6962393605152,死叉,66.58333333333333,30.679999999999836
125,2025-04-09 08:30:00,1482.49,1468.4541179468654,1467.4764377944362,金叉,67.35416666666667,75.15000000000009
126,2025-04-09 12:00:00,1448.95,1465.6504429880506,1467.7999878013563,死叉,67.5,33.539999999999964
127,2025-04-09 13:30:00,1487.53,1468.3619068098822,1468.2308616265911,金叉,67.5625,38.57999999999993
128,2025-04-10 08:00:00,1595.33,1610.1705621604708,1611.1263263297406,死叉,68.33333333333333,107.79999999999995
129,2025-04-11 04:00:00,1550.55,1538.3549587752777,1537.6936852094052,金叉,69.16666666666667,44.77999999999997
130,2025-04-12 01:30:00,1554.68,1562.6497558564183,1563.4781625264918,死叉,70.0625,4.130000000000109
131,2025-04-12 05:30:00,1568.56,1562.5030886395043,1561.983054579941,金叉,70.22916666666667,13.879999999999882
132,2025-04-13 02:30:00,1625.4,1631.8254547397719,1632.6875487223904,死叉,71.10416666666667,56.840000000000146
133,2025-04-13 18:00:00,1627.49,1609.7494733950005,1608.4651212919503,金叉,71.75,2.089999999999918
134,2025-04-13 20:30:00,1590.76,1605.8159426420743,1607.7950420848574,死叉,71.85416666666667,36.73000000000002
135,2025-04-14 01:00:00,1619.47,1607.1185536091982,1605.6151671312919,金叉,72.04166666666667,28.710000000000036
136,2025-04-14 17:00:00,1641.58,1644.760082968783,1645.0049747114874,死叉,72.70833333333333,22.1099999999999
137,2025-04-14 17:30:00,1648.11,1645.4300663750266,1645.2349765847107,金叉,72.72916666666667,6.529999999999973
138,2025-04-14 18:00:00,1641.17,1644.5780531000214,1644.9338672080655,死叉,72.75,6.939999999999827
139,2025-04-15 05:00:00,1641.96,1635.106921550747,1634.5432140181738,金叉,73.20833333333333,0.7899999999999636
140,2025-04-15 11:30:00,1632.05,1636.3114538574957,1636.9212736054542,死叉,73.47916666666667,9.910000000000082
141,2025-04-15 13:00:00,1640.03,1637.3245043750383,1637.1438622204553,金叉,73.54166666666667,7.980000000000018
142,2025-04-15 13:30:00,1629.0,1635.6596035000307,1636.5406131670884,死叉,73.5625,11.029999999999973
143,2025-04-16 15:00:00,1605.44,1585.3321092269055,1584.1593156170948,金叉,74.625,23.559999999999945
144,2025-04-16 17:30:00,1545.7,1581.785606351473,1583.633783289082,死叉,74.72916666666667,59.74000000000001
145,2025-04-16 21:30:00,1592.03,1582.6274830536968,1582.11391832548,金叉,74.89583333333333,46.32999999999993
146,2025-04-16 23:30:00,1577.14,1581.8059130587947,1582.0581420814174,死叉,74.97916666666667,14.889999999999873
147,2025-04-17 00:30:00,1585.2,1582.6581843576287,1582.347927024535,金叉,75.02083333333333,8.059999999999945
148,2025-04-17 14:00:00,1576.52,1592.4013605103082,1592.7983623343519,死叉,75.58333333333333,8.680000000000064
149,2025-04-17 16:30:00,1605.38,1592.6174250120182,1591.9008222250939,金叉,75.6875,28.860000000000127
150,2025-04-17 20:00:00,1588.14,1592.6102619058806,1593.2857852536254,死叉,75.83333333333333,17.24000000000001
151,2025-04-18 09:30:00,1588.44,1585.4410008773127,1585.1872612639163,金叉,76.39583333333333,0.2999999999999545
152,2025-04-18 16:00:00,1584.51,1586.4750666138011,1586.6786086054938,死叉,76.66666666666667,3.9300000000000637
153,2025-04-18 17:30:00,1591.86,1587.7320341062666,1587.1206695859796,金叉,76.72916666666667,7.349999999999909
154,2025-04-19 00:30:00,1586.21,1589.8844216766458,1590.0505180721725,死叉,77.02083333333333,5.649999999999864
155,2025-04-19 02:00:00,1594.71,1590.854983898443,1590.374639276416,金叉,77.08333333333333,8.5
156,2025-04-20 06:30:00,1605.44,1611.1902493687742,1611.8471044214741,死叉,78.27083333333333,10.730000000000018
157,2025-04-21 00:00:00,1609.59,1589.5644167702712,1587.0559338072476,金叉,79.0,4.149999999999864
158,2025-04-21 13:30:00,1611.88,1626.9551781663793,1627.167067270369,死叉,79.5625,2.290000000000191
159,2025-04-21 14:00:00,1637.34,1629.0321425331035,1627.9206178429342,金叉,79.58333333333333,25.45999999999981
160,2025-04-21 16:00:00,1613.66,1625.6281095815593,1627.015822838088,死叉,79.66666666666667,23.679999999999836
161,2025-04-22 07:30:00,1619.21,1589.5445973340652,1586.9211747842558,金叉,80.3125,5.5499999999999545
162,2025-04-24 02:30:00,1779.36,1790.6079326059953,1791.1097427915442,死叉,82.10416666666667,160.14999999999986
163,2025-04-24 16:30:00,1770.4,1764.2595629200991,1763.439229785558,金叉,82.6875,8.959999999999809
164,2025-04-24 17:30:00,1755.41,1761.7297202688637,1762.574977525341,死叉,82.72916666666667,14.990000000000009
165,2025-04-24 20:00:00,1766.29,1762.9445131377017,1762.7487308040888,金叉,82.83333333333333,10.879999999999882
166,2025-04-24 21:00:00,1752.55,1760.7160884081293,1761.9426018553575,死叉,82.875,13.740000000000009
167,2025-04-24 23:00:00,1769.54,1762.6429098119702,1762.3600324208123,金叉,82.95833333333333,16.99000000000001
168,2025-04-25 02:30:00,1744.61,1761.0130954798,1762.7070225704128,死叉,83.10416666666667,24.930000000000064
169,2025-04-25 05:00:00,1768.6,1762.5699615268213,1762.52441893234,金叉,83.20833333333333,23.99000000000001
